roi_id,f_mean,f_std,f_max,f_min,fneu_mean,fneu_max,alpha,f_range,f_snr,fneu_f_ratio,high_alpha,low_snr,fneu_exceeds_f,extreme_range,fc_mean,fc_min,fc_negative_pct,fc_negative,high_fc_negative,dff_max,dff_min,dff_std,dff_explosion,dff_implosion,high_dff_noise,exclude,caution,good_quality
717,155.60107,62.871986,774.7828,9.718032,225.50931,888.1009,0.7,765.06476,2.4748871,1.4492786,True,False,True,True,-2.2554433,-154.25925,56.26222404990923,True,True,20.835169,-16.099869,2.4480436,True,True,True,True,True,-2
718,673.7127,223.89926,1851.5876,175.79808,297.81656,702.3818,0.7,1675.7896,3.0089993,0.44205275,True,False,False,False,465.24112,-8.921448,0.0030089969007331924,True,False,3.7967503,-1.0464448,0.4779667,False,False,False,False,True,-2
719,479.06754,110.50982,1481.8848,162.8088,361.2753,1209.5411,0.7,1319.0759,4.3350677,0.75412184,True,False,False,False,226.17479,-23.27327,0.023068976238954472,True,False,6.0839214,-1.2562021,0.5993776,False,False,False,False,True,-2
720,181.64293,55.915455,505.27203,16.377207,227.09656,508.51804,0.5735813,488.89484,3.2485282,1.2502362,False,False,True,False,51.38459,-131.90079,12.542502081222857,True,False,203.67433,-119.72254,28.575214,True,True,True,True,True,-2
721,133.85928,58.82958,498.28036,23.413256,104.09508,257.03192,0.7,474.8671,2.275374,0.7776456,True,False,False,True,60.992718,-36.309715,2.06417187390297,True,False,12.330529,-5.8110127,1.447148,True,True,False,True,True,-2
722,359.79037,77.09882,1166.1708,139.71402,426.9236,1225.4269,0.7,1026.4568,4.666613,1.1865898,True,False,True,False,60.943867,-136.7318,15.009879539824075,True,False,131.29842,-75.81877,12.017431,True,True,True,True,True,-2
723,217.88188,53.652096,858.72437,50.22382,167.68553,767.4248,0.7,808.50055,4.061013,0.76961666,True,False,False,True,100.50202,-66.90165,0.8064111693964956,True,False,10.408501,-2.447645,0.97338146,True,False,False,True,True,-2
724,1280.7023,398.12936,2799.398,221.39168,862.9425,1511.8353,0.7,2578.0063,3.2167993,0.67380416,True,False,False,False,676.6425,-70.26343,0.008023991735288514,True,False,4.700235,-1.1644531,0.62952256,False,False,False,False,True,-2
725,846.15314,290.56024,1978.7928,220.69998,352.5116,1324.425,0.7,1758.0929,2.9121435,0.41660497,True,False,False,False,599.395,-16.167358,0.006017993801466385,True,False,3.9665709,-1.0603206,0.37710968,False,False,False,False,True,-2
726,329.75912,80.077286,897.868,95.98479,304.382,657.8611,0.5714915,801.8832,4.118011,0.92304343,False,False,True,False,155.80742,-93.82393,0.8796300939810032,True,False,12.151026,-2.8281105,1.0280178,True,False,False,True,False,-2
727,183.45337,45.438168,448.5002,44.02156,154.2404,323.48883,0.52887934,404.47864,4.037429,0.8407608,False,False,True,False,101.8788,-41.149033,0.30089969007331924,True,False,5.24981,-2.082616,0.72617525,False,False,False,False,False,-2
728,1586.8826,262.50226,3231.2705,659.45294,613.15106,1318.1554,0.7,2571.8176,6.045215,0.38638717,True,False,False,False,1157.6769,288.6412,0.0,False,False,1.5256683,-0.62729156,0.22337408,False,False,False,False,True,-2
729,274.24402,71.46284,1000.854,62.796944,473.04547,1808.92,0.3,938.05707,3.8375752,1.7249072,False,False,True,True,132.33037,-85.40757,1.519543434870262,True,False,10.771581,-2.595328,1.1624135,True,False,False,True,False,-2
730,242.0231,80.54218,1358.9169,18.461876,85.87728,359.1289,0.7,1340.455,3.0049236,0.35483092,True,False,False,True,181.90898,-41.128353,0.1033088935918396,True,False,7.7053823,-1.494632,0.75525206,False,False,False,False,True,-2
731,204.6441,34.856045,394.59714,88.15122,139.70886,287.9093,0.4301717,306.44592,5.8711224,0.6826919,False,False,False,False,144.54529,29.885593,0.0,False,False,1.9945713,-0.6830942,0.26262495,False,False,False,False,False,-2
732,549.34924,144.28925,1342.9028,145.91808,319.67227,663.5549,0.7,1196.9847,3.807278,0.58191085,True,False,False,False,325.57867,-70.97206,0.09929689772419535,True,False,5.1364894,-1.6654072,0.63295376,False,False,False,False,True,-2
733,604.95013,163.75739,1677.368,124.29791,228.34496,499.34244,0.7,1553.0701,3.6941853,0.37746078,True,False,False,False,445.10864,31.834412,0.0,False,False,3.6204479,-0.8807363,0.4402558,False,False,False,False,True,-2
734,178.57672,54.91607,628.2023,20.200264,166.3816,448.64224,0.3,608.002,3.2518117,0.9317094,False,False,True,True,128.66226,-32.984886,0.12738086879770513,True,False,6.999923,-1.5932662,0.74423873,False,False,False,False,False,-2
735,398.17,136.13159,1169.1143,59.569614,126.112236,621.7573,0.31780872,1109.5447,2.9248905,0.3167296,False,False,False,False,358.09045,21.500336,0.0,False,False,3.7844925,-0.8763391,0.4491156,False,False,False,False,False,-2
736,110.59573,41.88297,365.21317,18.81406,111.6658,279.27216,0.7,346.3991,2.6405897,1.0096755,True,False,True,True,32.429684,-41.670036,7.515471259064603,True,False,77.65895,-40.012444,12.321175,True,True,True,True,True,-2
737,724.5458,234.66815,3138.2898,228.94415,355.26465,1611.0905,0.7,2909.3457,3.0875335,0.4903274,True,False,False,True,475.86053,-8.298706,0.0030089969007331924,True,False,5.006792,-1.0589888,0.4987595,False,False,False,False,True,-2
738,171.92348,110.08083,960.3133,0.032067087,93.04602,374.34293,0.3,960.28125,1.561793,0.541206,False,True,False,True,144.00967,-31.44779,2.17751075716392,True,False,29.808554,-2.4643795,2.2007024,True,False,True,True,True,-2
739,457.40933,171.16156,1382.537,88.658455,276.3611,1079.7537,0.7,1293.8785,2.6723835,0.6041877,True,False,False,False,263.9565,-109.7751,1.1945717695910774,True,False,19.01629,-3.6602912,1.3851135,True,False,False,True,True,-2
740,386.24908,109.586876,1442.3317,76.39549,237.94702,721.3995,0.7,1365.9362,3.5245926,0.61604553,True,False,False,True,219.6862,-112.26578,0.6369043439885257,True,False,11.494116,-2.623587,0.99579173,True,False,False,True,True,-2
741,495.30457,225.95145,2000.9691,57.738686,302.35895,619.53094,0.7,1943.2305,2.192084,0.61045057,True,False,False,True,283.65323,-137.17413,2.805388110450246,True,False,36.716415,-8.844809,2.2492962,True,True,True,True,True,-2
742,582.62274,157.09106,1656.6079,146.1141,466.0081,1244.7,0.7,1510.4938,3.7088218,0.79984534,True,False,False,False,256.41705,-190.71219,1.0782238894293938,True,False,8.635285,-2.9809604,1.0374805,False,False,False,False,True,-2
743,402.0952,112.37375,1500.7759,77.36215,255.1756,969.29803,0.7,1423.4137,3.5781953,0.6346149,True,False,False,True,223.4723,-105.75732,0.38916359916149285,True,False,8.085579,-2.0242708,0.75580853,False,False,False,False,True,-2
744,128.36533,41.634865,396.24548,10.937687,158.33388,655.8775,0.3728492,385.3078,3.083121,1.2334629,False,False,True,True,69.33068,-52.0334,2.7632621538399813,True,False,12.248899,-3.5031893,1.5132471,True,False,False,True,False,-2
745,1734.1194,490.61462,3386.8013,221.72565,600.38617,1213.0913,0.7,3165.0757,3.5345857,0.34621963,True,False,False,False,1313.849,65.17978,0.0,False,False,3.9122698,-0.9044115,0.49433804,False,False,False,False,True,-2
746,222.06802,57.553246,905.244,39.4267,140.54427,538.9687,0.7,865.8173,3.8584795,0.6328884,True,False,False,True,123.68703,-59.831146,0.2487437437939439,True,False,5.7407403,-1.8346788,0.7566679,False,False,False,False,True,-2
747,395.9939,94.72081,2137.9265,108.48342,292.38437,1245.4475,0.7,2029.4431,4.180643,0.73835576,True,False,False,True,191.32481,-103.27875,0.8154381600986952,True,False,12.9718275,-3.1603203,1.0406283,True,False,False,True,True,-2
748,98.94324,48.598064,414.4338,0.0,120.89471,475.95282,0.7,414.4338,2.0359502,1.2218592,True,False,True,True,14.3169565,-98.23018,42.072797665018406,True,True,31.149136,-22.414576,3.993172,True,True,True,True,True,-2
749,278.54837,66.11038,1396.116,102.57863,288.77567,1015.39764,0.7,1293.5374,4.213383,1.0367165,True,False,True,True,76.40544,-92.94057,5.494428340738809,True,False,37.894093,-7.094623,2.6914656,True,True,True,True,True,-2
750,260.55563,68.686714,700.6847,53.683674,219.12947,442.75946,0.41936967,647.00104,3.793392,0.84100837,False,False,True,False,168.65938,-39.769047,0.04513495351099788,True,False,5.172674,-1.4322469,0.61504334,False,False,False,False,False,-2
751,81.29822,32.601166,331.8303,1.7951336,110.75742,420.36053,0.47014722,330.03516,2.4937212,1.3623598,False,False,True,True,29.225925,-57.246655,17.914564547998516,True,False,221.44441,-150.14716,25.809841,True,True,True,True,True,-2
752,222.67781,68.76567,1500.4795,24.72522,238.66533,930.5136,0.7,1475.7543,3.2382119,1.0717967,True,False,True,True,55.612076,-142.89029,18.364911084141582,True,False,118.94293,-69.33143,16.997232,True,True,True,True,True,-2
753,847.16656,286.95547,2032.2107,43.207783,398.42947,858.74945,0.7,1989.0029,2.9522579,0.4703083,True,False,False,False,568.26605,-101.08876,0.09327890392272896,True,False,6.948635,-1.4029198,0.8026564,False,False,False,False,True,-2
754,114.11386,37.393772,310.25983,11.610434,77.829216,148.21857,0.3,298.64938,3.051681,0.6820312,False,False,False,False,90.7651,-11.193129,0.05416194421319746,True,False,4.865002,-1.3222721,0.63846415,False,False,False,False,False,-2
755,188.77205,51.275055,646.2856,30.917778,343.73538,1094.6906,0.38881704,615.3678,3.6815572,1.8209019,False,False,True,True,55.12189,-94.082245,11.553545099848547,True,False,246.34096,-156.09644,38.224205,True,True,True,True,True,-2
756,272.70456,68.618195,668.37146,58.002388,279.72787,623.7613,0.45877093,610.3691,3.974231,1.0257543,False,False,True,False,144.37352,-58.940613,0.5305864534959529,True,False,6.490142,-2.0613716,0.85438615,False,False,False,False,False,-2
